수량,관리번호,설치장소유형,도로명주소,지번주소,위도,경도,sido,자치구,행정동
1,세곡-228,가로변,,서울특별시 강남구 세곡동 525-1,37.46048,127.1031,11,강남구,세곡동
1,세곡-227,가로변,,서울특별시 강남구 세곡동 525-1,37.4605,127.1035,11,강남구,세곡동
1,세곡-229,가로변,,서울특별시 강남구 세곡동 243,37.46136,127.1017,11,강남구,세곡동
1,세곡-226,가로변,,서울특별시 강남구 세곡동 185,37.46242,127.1043,11,강남구,세곡동
1,세곡-411,가로변,,서울특별시 강남구 세곡동 509,37.46245,127.103,11,강남구,세곡동
1,세곡-412,가로변,,서울특별시 강남구 세곡동 509,37.46278,127.1057,11,강남구,세곡동
1,세곡-413,가로변,,서울특별시 강남구 세곡동 509,37.46286,127.102,11,강남구,세곡동
1,세곡-223,가로변,,서울특별시 강남구 세곡동 172-28,37.46303,127.1052,11,강남구,세곡동
1,세곡-225,가로변,,서울특별시 강남구 세곡동 258,37.46313,127.101,11,강남구,세곡동
1,세곡-427,가로변,,서울특별시 강남구 세곡동 54,37.46321,127.1168,11,강남구,세곡동
1,세곡-269,가로변,,서울특별시 강남구 세곡동 522-1,37.46345,127.1015,11,강남구,세곡동
1,세곡-260,가로변,,서울특별시 강남구 세곡동 164-10,37.46348,127.1075,11,강남구,세곡동
1,세곡-244,가로변,서울특별시 강남구 헌릉로590길 11,서울특별시 강남구 세곡동 516,37.46352,127.1035,11,강남구,세곡동
1,세곡-234,가로변,서울특별시 강남구 밤고개로34길 23,서울특별시 강남구 세곡동 171-17,37.46365,127.1058,11,강남구,세곡동
1,세곡-236,가로변,,서울특별시 강남구 세곡동 129-13,37.46388,127.1069,11,강남구,세곡동
1,세곡-410,가로변,,서울특별시 강남구 세곡동 509,37.4639,127.1015,11,강남구,세곡동
1,공원-145,가로변,,서울특별시 강남구 세곡동 산 54,37.46402,127.0999,11,강남구,세곡동
1,세곡-221,가로변,,서울특별시 강남구 세곡동 128-2,37.46431,127.1072,11,강남구,세곡동
1,세곡-116,가로변,,서울특별시 강남구 세곡동 122-1,37.46445,127.1064,11,강남구,세곡동
1,세곡-249,가로변,서울특별시 강남구 자곡로 21,서울특별시 강남구 세곡동 533,37.46472,127.093,11,강남구,세곡동
1,세곡-424,가로변,서울특별시 강남구 헌릉로 654,서울특별시 강남구 세곡동 74-7,37.46483,127.1112,11,강남구,세곡동
1,세곡-292,가로변,,서울특별시 강남구 세곡동 120-7,37.46503,127.107,11,강남구,세곡동
1,세곡-201,가로변,,서울특별시 강남구 세곡동 96-19,37.46526,127.1097,11,강남구,세곡동
1,세곡-405,가로변,서울특별시 강남구 헌릉로637길 12,서울특별시 강남구 세곡동 102-30,37.46563,127.1088,11,강남구,세곡동
1,세곡-243,가로변,서울특별시 강남구 헌릉로645길 17,서울특별시 강남구 세곡동 102-17,37.46569,127.1092,11,강남구,세곡동
1,세곡-407,가로변,서울특별시 강남구 헌릉로645길 20,서울특별시 강남구 세곡동 107-3,37.46631,127.1097,11,강남구,세곡동
1,세곡-288,가로변,,서울특별시 강남구 세곡동 592,37.46662,127.0994,11,강남구,세곡동
1,세곡-202,가로변,서울특별시 강남구 헌릉로637길 36,서울특별시 강남구 세곡동 113,37.46663,127.1088,11,강남구,세곡동
1,세곡-414,가로변,서울특별시 강남구 헌릉로571길 20,서울특별시 강남구 세곡동 579,37.4667,127.1018,11,강남구,세곡동
1,세곡-290,가로변,,서울특별시 강남구 세곡동 113,37.46682,127.1088,11,강남구,세곡동
1,세곡-248,가로변,,서울특별시 강남구 세곡동 623,37.46685,127.0971,11,강남구,세곡동
1,세곡-203,가로변,서울특별시 강남구 헌릉로645길 31,서울특별시 강남구 세곡동 108-9,37.46699,127.1097,11,강남구,세곡동
1,세곡-126,가로변,서울특별시 강남구 헌릉로569길 18,서울특별시 강남구 세곡동 623,37.46712,127.0993,11,강남구,세곡동
1,세곡-409,가로변,,서울특별시 강남구 세곡동 578,37.46714,127.1016,11,강남구,세곡동
1,공원-174,가로변,,서울특별시 강남구 세곡동 546,37.46718,127.0971,11,강남구,세곡동
1,세곡-231,가로변,,서울특별시 강남구 세곡동 461-10,37.4672,127.0945,11,강남구,세곡동
1,세곡-270,가로변,,서울특별시 강남구 세곡동 548,37.4672,127.0984,11,강남구,세곡동
1,세곡-235,가로변,서울특별시 강남구 헌릉로571길 66-1,서울특별시 강남구 세곡동 421-2,37.4673,127.0977,11,강남구,세곡동
1,세곡-278,가로변,서울특별시 강남구 헌릉로571길 23-15,서울특별시 강남구 세곡동 572,37.46736,127.1001,11,강남구,세곡동
1,세곡-121,가로변,서울특별시 강남구 헌릉로571길 43,서울특별시 강남구 세곡동 552,37.4677,127.1001,11,강남구,세곡동
1,세곡-296,가로변,,서울특별시 강남구 세곡동 533,37.46782,127.0931,11,강남구,세곡동
1,공원-175,가로변,,서울특별시 강남구 세곡동 369-3,37.46812,127.1004,11,강남구,세곡동
1,세곡-400,가로변,,서울특별시 강남구 수서동 490-17,37.4682,127.0997,11,강남구,세곡동
1,세곡-207,가로변,,서울특별시 강남구 세곡동 369-3,37.46826,127.1001,11,강남구,세곡동
1,세곡-253,가로변,,서울특별시 강남구 세곡동 345,37.46833,127.1023,11,강남구,세곡동
1,세곡-293,가로변,서울특별시 강남구 헌릉로569길 52-13,서울특별시 강남구 세곡동 442-2,37.46838,127.0961,11,강남구,세곡동
1,세곡-209,가로변,서울특별시 강남구 헌릉로571길 34-15,서울특별시 강남구 세곡동 367-1,37.46872,127.1007,11,강남구,세곡동
1,세곡-404,가로변,,서울특별시 강남구 율현동 335,37.46896,127.1046,11,강남구,세곡동
1,세곡-208,가로변,서울특별시 강남구 헌릉로571길 46-20,서울특별시 강남구 세곡동 365-2,37.46908,127.1001,11,강남구,세곡동
1,세곡-246,가로변,,서울특별시 강남구 세곡동 464-9,37.4692,127.0918,11,강남구,세곡동
1,공원-166,가로변,,서울특별시 강남구 자곡동 627,37.4693,127.0927,11,강남구,세곡동
1,세곡-280,가로변,,서울특별시 강남구 자곡동 624,37.46953,127.0909,11,강남구,세곡동
1,세곡-250,가로변,,서울특별시 강남구 자곡동 625,37.4696,127.0903,11,강남구,세곡동
1,세곡-262,가로변,,서울특별시 강남구 자곡동 625,37.46963,127.0889,11,강남구,세곡동
1,공원-121,가로변,,서울특별시 강남구 세곡동 산 50-15,37.46982,127.0932,11,강남구,세곡동
1,세곡-232,가로변,,서울특별시 강남구 율현동 308-29,37.47008,127.1045,11,강남구,세곡동
1,세곡-267,가로변,,서울특별시 강남구 율현동 308-29,37.47029,127.1046,11,강남구,세곡동
1,세곡-211,가로변,,서울특별시 강남구 율현동 313,37.47032,127.105,11,강남구,세곡동
1,세곡-212,가로변,서울특별시 강남구 밤고개로24길 84-20,서울특별시 강남구 율현동 322-15,37.47046,127.1027,11,강남구,세곡동
1,공원-120,가로변,,서울특별시 강남구 자곡동 690,37.47074,127.0935,11,강남구,세곡동
1,세곡-233,가로변,,서울특별시 강남구 자곡동 566-6,37.47089,127.0921,11,강남구,세곡동
1,공원-122,가로변,,서울특별시 강남구 자곡동 690,37.47122,127.0958,11,강남구,세곡동
1,공원-160,가로변,,서울특별시 강남구 자곡동 615,37.4713,127.0938,11,강남구,세곡동
1,세곡-416,가로변,서울특별시 강남구 밤고개로24길 54-12,서울특별시 강남구 율현동 306-1,37.4713,127.1049,11,강남구,세곡동
1,세곡-266,가로변,서울특별시 강남구 밤고개로27길 7-5,서울특별시 강남구 율현동 225-3,37.47133,127.1081,11,강남구,세곡동
1,세곡-297,가로변,,서울특별시 강남구 자곡동 633,37.47163,127.095,11,강남구,세곡동
1,세곡-245,가로변,서울특별시 강남구 밤고개로23길 14-31,서울특별시 강남구 율현동 201-19,37.47176,127.1095,11,강남구,세곡동
1,세곡-271,가로변,서울특별시 강남구 밤고개로23길 14-26,서울특별시 강남구 율현동 201-2,37.47184,127.1088,11,강남구,세곡동
1,세곡-210,가로변,,서울특별시 강남구 율현동 253-3,37.47191,127.1062,11,강남구,세곡동
1,공원-165,가로변,,서울특별시 강남구 자곡동 647,37.47198,127.1019,11,강남구,세곡동
1,개포4-224,가로변,서울특별시 강남구 양재대로 333,서울특별시 강남구 개포동 1163-8,37.47203,127.051,11,강남구,개포4동
1,공원-101,가로변,,서울특별시 강남구 개포동 산 217-4,37.47206,127.0526,11,강남구,개포4동
1,세곡-224,가로변,서울특별시 강남구 밤고개로24길 44-15,서울특별시 강남구 율현동 300-20,37.47207,127.1048,11,강남구,세곡동
1,세곡-219,가로변,서울특별시 강남구 밤고개로23길 20-28,서울특별시 강남구 율현동 196-21,37.47225,127.1095,11,강남구,세곡동
1,세곡-281,가로변,서울특별시 강남구 자곡로7길 3,서울특별시 강남구 자곡동 607,37.47248,127.0962,11,강남구,세곡동
1,공원-164,가로변,,서울특별시 강남구 자곡동 607,37.47263,127.0963,11,강남구,세곡동
1,세곡-264,가로변,서울특별시 강남구 밤고개로23길 14-12,서울특별시 강남구 율현동 196-71,37.47273,127.1086,11,강남구,세곡동
1,공원-163,가로변,,서울특별시 강남구 자곡동 607,37.47275,127.0979,11,강남구,세곡동
1,세곡-122,가로변,서울특별시 강남구 자곡로7길 3,서울특별시 강남구 자곡동 607,37.47286,127.0961,11,강남구,세곡동
1,개포4-225,가로변,서울특별시 강남구 논현로4길 15,서울특별시 강남구 개포동 1171-6,37.47287,127.0513,11,강남구,개포4동
1,세곡-251,가로변,,서울특별시 강남구 자곡동 605,37.47288,127.1001,11,강남구,세곡동
1,개포4-277,가로변,서울특별시 강남구 논현로4길 28,서울특별시 강남구 개포동 1167,37.47289,127.0522,11,강남구,개포4동
1,세곡-287,가로변,서울특별시 강남구 자곡로7길 3,서울특별시 강남구 자곡동 607,37.47291,127.0966,11,강남구,세곡동
1,공원-162,가로변,,서울특별시 강남구 자곡동 607,37.47293,127.0992,11,강남구,세곡동
1,개포4-203,가로변,서울특별시 강남구 논현로 16,서울특별시 강남구 개포동 1163,37.47296,127.05,11,강남구,개포4동
1,세곡-218,가로변,,서울특별시 강남구 자곡동 515-18,37.47306,127.0967,11,강남구,세곡동
1,세곡-415,가로변,서울특별시 강남구 밤고개로24길 22,서울특별시 강남구 율현동 251-6,37.4731,127.1064,11,강남구,세곡동
1,개포4-253,가로변,,서울특별시 강남구 개포동 1164-33,37.47315,127.0532,11,강남구,개포4동
1,세곡-206,가로변,,서울특별시 강남구 세곡동 228-1,37.4732,127.1078,11,강남구,세곡동
1,개포4-254,가로변,서울특별시 강남구 논현로6길 11,서울특별시 강남구 개포동 1189-11,37.47323,127.0503,11,강남구,개포4동
1,세곡-252,가로변,,서울특별시 강남구 자곡동 475-11,37.47326,127.0982,11,강남구,세곡동
1,세곡-417,가로변,서울특별시 강남구 밤고개로21길 50,서울특별시 강남구 율현동 519,37.4733,127.1124,11,강남구,세곡동
1,개포4-204,가로변,서울특별시 강남구 논현로4길 28,서울특별시 강남구 개포동 1167,37.47332,127.0522,11,강남구,개포4동
1,세곡-268,가로변,,서울특별시 강남구 율현동 194-1,37.47335,127.1081,11,강남구,세곡동
1,개포4-264,가로변,서울특별시 강남구 논현로2길 36,서울특별시 강남구 개포동 1164-13,37.4734,127.053,11,강남구,개포4동
1,세곡-220,가로변,,서울특별시 강남구 자곡동 447-23,37.47346,127.0999,11,강남구,세곡동
1,공원-180,가로변,,서울특별시 강남구 자곡동 447-23,37.47354,127.1001,11,강남구,세곡동
1,세곡-419,가로변,,서울특별시 강남구 율현동 529,37.4736,127.1131,11,강남구,세곡동
1,세곡-242,가로변,,서울특별시 강남구 율현동 168-1,37.4737,127.1121,11,강남구,세곡동
1,세곡-237,가로변,서울특별시 강남구 밤고개로23길 22,서울특별시 강남구 율현동 192-25,37.47374,127.1084,11,강남구,세곡동
1,개포4-248,가로변,서울특별시 강남구 논현로6길 22,서울특별시 강남구 개포동 1172,37.47375,127.0512,11,강남구,개포4동
1,개포4-206,가로변,서울특별시 강남구 논현로8길 11,서울특별시 강남구 개포동 1187-11,37.47391,127.0498,11,강남구,개포4동
1,개포4-256,가로변,서울특별시 강남구 논현로8길 24,서울특별시 강남구 개포동 1185,37.4741,127.051,11,강남구,개포4동
1,개포4-243,가로변,서울특별시 강남구 논현로4길 50,서울특별시 강남구 개포동 1165,37.47413,127.0535,11,강남구,개포4동
1,세곡-247,가로변,서울특별시 강남구 밤고개로21길 15,서울특별시 강남구 자곡동 361-2,37.47415,127.1076,11,강남구,세곡동
1,개포4-244,가로변,서울특별시 강남구 논현로8길 46-8,서울특별시 강남구 개포동 1176,37.47418,127.0523,11,강남구,개포4동
1,개포4-202,가로변,,서울특별시 강남구 개포동 1164-33,37.47428,127.0556,11,강남구,개포4동
1,세곡-421,가로변,,서울특별시 강남구 율현동 66-1,37.47431,127.1164,11,강남구,세곡동
1,세곡-241,가로변,,서울특별시 강남구 율현동 177-3,37.47432,127.1117,11,강남구,세곡동
1,세곡-217,가로변,서울특별시 강남구 자곡로7길 16-11,서울특별시 강남구 자곡동 440-93,37.47434,127.0989,11,강남구,세곡동
1,개포4-205,가로변,서울특별시 강남구 논현로8길 46-8,서울특별시 강남구 개포동 1185-4,37.47439,127.0521,11,강남구,개포4동
1,개포4-273,가로변,서울특별시 강남구 논현로8길 35,서울특별시 강남구 개포동 1184-19,37.47442,127.0515,11,강남구,개포4동
1,세곡-216,가로변,서울특별시 강남구 자곡로7길 8-17,서울특별시 강남구 자곡동 425-19,37.47442,127.0997,11,강남구,세곡동
1,개포4-270,가로변,서울특별시 강남구 논현로12길 9,서울특별시 강남구 개포동 1195-6,37.4745,127.049,11,강남구,개포4동
1,개포4-296,가로변,,서울특별시 강남구 개포동 1184,37.47468,127.0502,11,강남구,개포4동
1,개포4-223,가로변,서울특별시 강남구 논현로2길 63,서울특별시 강남구 개포동 1164-29,37.47479,127.0552,11,강남구,개포4동
1,개포4-275,가로변,서울특별시 강남구 논현로4길 61,서울특별시 강남구 개포동 1181-4,37.47481,127.0543,11,강남구,개포4동
1,세곡-222,가로변,서울특별시 강남구 자곡로7길 22-31,서울특별시 강남구 자곡동 440-145,37.47494,127.0975,11,강남구,세곡동
1,개포4-233,가로변,서울특별시 강남구 논현로12길 16,서울특별시 강남구 개포동 1197,37.475,127.0494,11,강남구,개포4동
1,개포4-232,가로변,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,37.47505,127.0523,11,강남구,개포4동
1,세곡-425,가로변,서울특별시 강남구 자곡로7길 20-19,서울특별시 강남구 자곡동 440-181,37.47508,127.0985,11,강남구,세곡동
1,세곡-240,가로변,,서울특별시 강남구 율현동 177-3,37.47513,127.1111,11,강남구,세곡동
1,개포4-229,가로변,서울특별시 강남구 논현로14길 5,서울특별시 강남구 개포동 1225,37.47528,127.0477,11,강남구,개포4동
1,개포4-207,가로변,서울특별시 강남구 논현로14길 10,서울특별시 강남구 개포동 1224-2,37.47529,127.0483,11,강남구,개포4동
1,개포4-226,가로변,서울특별시 강남구 논현로8길 66,서울특별시 강남구 개포동 1181,37.47532,127.0538,11,강남구,개포4동
1,공원-161,가로변,,서울특별시 강남구 자곡동 608-2,37.47534,127.095,11,강남구,세곡동
1,개포4-402,가로변,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,37.47539,127.0529,11,강남구,개포4동
1,세곡-127,가로변,서울특별시 강남구 자곡로 201,서울특별시 강남구 자곡동 596,37.47547,127.104,11,강남구,세곡동
1,세곡-418,가로변,,서울특별시 강남구 자곡동 674,37.4757,127.107,11,강남구,세곡동
1,세곡-282,가로변,,서울특별시 강남구 자곡동 594,37.47575,127.1048,11,강남구,세곡동
1,세곡-239,가로변,서울특별시 강남구 밤고개로21길 25,서울특별시 강남구 자곡동 82,37.47576,127.1107,11,강남구,세곡동
1,개포4-237,가로변,서울특별시 강남구 개포로20길 48,서울특별시 강남구 개포동 1223-1,37.47578,127.049,11,강남구,개포4동
1,개포4-269,가로변,서울특별시 강남구 논현로14길 17,서울특별시 강남구 개포동 1222-6,37.47586,127.0484,11,강남구,개포4동
1,개포4-219,가로변,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,37.4759,127.0536,11,강남구,개포4동
1,공원-137,가로변,,서울특별시 강남구 개포동 1274,37.47606,127.0556,11,강남구,개포4동
1,개포4-403,가로변,,서울특별시 강남구 개포동 656,37.47619,127.0539,11,강남구,개포4동
1,개포4-211,가로변,서울특별시 강남구 개포로20길 48,서울특별시 강남구 개포동 1221-5,37.47625,127.049,11,강남구,개포4동
1,개포4-411,가로변,서울특별시 강남구 개포로22길 65,서울특별시 강남구 개포동 1272,37.4763,127.0527,11,강남구,개포4동
1,개포4-249,가로변,서울특별시 강남구 논현로16길 9,서울특별시 강남구 개포동 1229-17,37.47631,127.0471,11,강남구,개포4동
1,개포4-239,가로변,서울특별시 강남구 개포로22길 46,서울특별시 강남구 개포동 1200,37.47634,127.0496,11,강남구,개포4동
1,개포4-268,가로변,서울특별시 강남구 논현로20길 4-34,서울특별시 강남구 개포동 1236-11,37.47635,127.0466,11,강남구,개포4동
1,세곡-238,가로변,,서울특별시 강남구 자곡동 177-3,37.47635,127.1103,11,강남구,세곡동
1,개포4-263,가로변,서울특별시 강남구 논현로16길 20-5,서울특별시 강남구 개포동 1221-9,37.47637,127.0484,11,강남구,개포4동
1,개포1-208,가로변,서울특별시 강남구 선릉로 7,서울특별시 강남구 개포동 141,37.47665,127.0583,11,강남구,개포1동
1,개포4-241,가로변,서울특별시 강남구 개포로28길 47,서울특별시 강남구 개포동 1271,37.47669,127.0524,11,강남구,개포4동
1,개포4-258,가로변,서울특별시 강남구 개포로22길 65,서울특별시 강남구 개포동 1272,37.47676,127.0513,11,강남구,개포4동
1,개포4-227,가로변,서울특별시 강남구 개포로22길 45-13,서울특별시 강남구 개포동 1202-7,37.47682,127.0506,11,강남구,개포4동
1,개포4-271,가로변,서울특별시 강남구 논현로18길 14-19,서울특별시 강남구 개포동 1234-9,37.47687,127.0472,11,강남구,개포4동
1,개포4-220,가로변,서울특별시 강남구 개포로20길 24-7,서울특별시 강남구 개포동 1230-2,37.47691,127.0475,11,강남구,개포4동
1,개포4-246,가로변,서울특별시 강남구 개포로22길 39-11,서울특별시 강남구 개포동 1204-7,37.47708,127.0501,11,강남구,개포4동
1,개포4-401,가로변,서울특별시 강남구 개포로24길 29,서울특별시 강남구 개포동 1205-5,37.47713,127.0496,11,강남구,개포4동
1,개포4-409,가로변,서울특별시 강남구 논현로16길 30,서울특별시 강남구 개포동 1219,37.4772,127.0487,11,강남구,개포4동
1,공원-132,가로변,,서울특별시 강남구 개포동 1271,37.47727,127.0509,11,강남구,개포4동
1,개포1-215,가로변,서울특별시 강남구 언주로6길 21,서울특별시 강남구 개포동 660-21,37.4773,127.0584,11,강남구,개포1동
1,개포4-257,가로변,서울특별시 강남구 개포로28길 28,서울특별시 강남구 개포동 1204-5,37.47743,127.0503,11,강남구,개포4동
1,개포4-260,가로변,서울특별시 강남구 논현로18길 14-9,서울특별시 강남구 개포동 1234-14,37.47744,127.0466,11,강남구,개포4동
1,개포1-218,가로변,서울특별시 강남구 양재대로 478,서울특별시 강남구 개포동 570,37.47747,127.0658,11,강남구,개포1동
1,개포4-228,가로변,서울특별시 강남구 개포로28길 47,서울특별시 강남구 개포동 1207-5,37.47749,127.0509,11,강남구,개포4동
1,개포4-234,가로변,,서울특별시 강남구 개포동 1229-2,37.47773,127.0452,11,강남구,개포4동
1,개포1-205,가로변,서울특별시 강남구 개포로 310,서울특별시 강남구 개포동 660-12,37.47776,127.0578,11,강남구,개포1동
1,개포4-210,가로변,서울특별시 강남구 개포로24길 21,서울특별시 강남구 개포동 1205-9,37.47781,127.049,11,강남구,개포4동
1,공원-147,가로변,,서울특별시 강남구 일원동 산 52-9,37.47789,127.0757,11,강남구,일원본동
1,개포4-266,가로변,서울특별시 강남구 개포로25길 13,서울특별시 강남구 개포동 1256-4,37.47794,127.0465,11,강남구,개포4동
1,개포4-208,가로변,서울특별시 강남구 개포로26길 18,서울특별시 강남구 개포동 1205,37.47796,127.0492,11,강남구,개포4동
1,개포4-212,가로변,서울특별시 강남구 개포로20길 11,서울특별시 강남구 개포동 1231-20,37.47806,127.0473,11,강남구,개포4동
1,공원-131,가로변,,서울특별시 강남구 개포동 1271,37.47806,127.052,11,강남구,개포4동
1,세곡-420,가로변,,서울특별시 강남구 자곡동 684,37.47814,127.1141,11,강남구,세곡동
1,개포4-262,가로변,서울특별시 강남구 개포로32길 19,서울특별시 강남구 개포동 1209-12,37.47821,127.0507,11,강남구,개포4동
1,개포4-259,가로변,서울특별시 강남구 논현로20길 18,서울특별시 강남구 개포동 1237-6,37.47823,127.0462,11,강남구,개포4동
1,개포4-299,가로변,서울특별시 강남구 개포로 202,서울특별시 강남구 개포동 1239-17,37.47825,127.0449,11,강남구,개포4동
1,개포4-272,가로변,서울특별시 강남구 개포로34길 13,서울특별시 강남구 개포동 1210-12,37.47836,127.0511,11,강남구,개포4동
1,공원-150,가로변,,서울특별시 강남구 일원동 436-6,37.4784,127.074,11,강남구,일원본동
1,개포4-236,가로변,서울특별시 강남구 개포로24길 6,서울특별시 강남구 개포동 1218,37.47853,127.0481,11,강남구,개포4동
1,개포4-209,가로변,서울특별시 강남구 개포로28길 47,서울특별시 강남구 개포동 1211-8,37.47854,127.0521,11,강남구,개포4동
1,개포4-247,가로변,서울특별시 강남구 개포로36길 14,서울특별시 강남구 개포동 1210-4,37.47855,127.0514,11,강남구,개포4동
1,개포4-289,가로변,,서울특별시 강남구 개포동 1239-19,37.47858,127.045,11,강남구,개포4동
1,개포4-287,가로변,서울특별시 강남구 개포로 240,서울특별시 강남구 개포동 1217-6,37.47869,127.049,11,강남구,개포4동
1,개포4-255,가로변,서울특별시 강남구 개포로 217,서울특별시 강남구 개포동 1247-5,37.47888,127.0468,11,강남구,개포4동
1,개포4-417,가로변,,서울특별시 강남구 개포동 1248-1,37.47891,127.0464,11,강남구,개포4동
1,개포4-245,가로변,서울특별시 강남구 언주로 25,서울특별시 강남구 개포동 656-1,37.47893,127.0555,11,강남구,개포4동
1,공원-133,가로변,,서울특별시 강남구 개포동 1271,37.47897,127.0522,11,강남구,개포4동
1,개포4-230,가로변,서울특별시 강남구 개포로15길 9,서울특별시 강남구 개포동 1240-2,37.47901,127.0451,11,강남구,개포4동
1,개포4-216,가로변,서울특별시 강남구 개포로 233,서울특별시 강남구 개포동 1258-6,37.47908,127.0481,11,강남구,개포4동
1,개포4-408,가로변,,서울특별시 강남구 개포동 1271-18,37.47915,127.0523,11,강남구,개포4동
1,공원-117,가로변,,서울특별시 강남구 일원동 732-2,37.47931,127.075,11,강남구,일원본동
1,개포4-285,가로변,서울특별시 강남구 개포로 257,서울특별시 강남구 개포동 1262-9,37.4795,127.0508,11,강남구,개포4동
1,공원-119,가로변,,서울특별시 강남구 일원동 732-2,37.4795,127.0773,11,강남구,일원본동
1,개포4-298,가로변,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,37.47952,127.0513,11,강남구,개포4동
1,개포4-214,가로변,서울특별시 강남구 개포로17길 13,서울특별시 강남구 개포동 1244-7,37.47957,127.0464,11,강남구,개포4동
1,개포4-231,가로변,서울특별시 강남구 개포로31길 10,서울특별시 강남구 개포동 1262-15,37.47966,127.0496,11,강남구,개포4동
1,개포4-242,가로변,서울특별시 강남구 개포로 257,서울특별시 강남구 개포동 1262-9,37.47966,127.0502,11,강남구,개포4동
1,공원-151,가로변,,서울특별시 강남구 일원동 246-13,37.47967,127.0796,11,강남구,일원본동
1,개포4-221,가로변,서울특별시 강남구 개포로15길 32-8,서울특별시 강남구 개포동 1242-3,37.47968,127.0461,11,강남구,개포4동
1,공원-149,가로변,,서울특별시 강남구 일원동 산 56,37.47976,127.0815,11,강남구,일원본동
1,개포4-238,가로변,서울특별시 강남구 개포로21길 17,서울특별시 강남구 개포동 1252-10,37.47979,127.0468,11,강남구,개포4동
1,개포4-297,가로변,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1268,37.4798,127.051,11,강남구,개포4동
1,공원-118,가로변,,서울특별시 강남구 일원동 732-2,37.47991,127.0754,11,강남구,일원본동
1,일원본-222,가로변,,서울특별시 강남구 일원동 738-1,37.48004,127.0838,11,강남구,일원본동
1,공원-135,가로변,,서울특별시 강남구 개포동 1268,37.48005,127.0501,11,강남구,개포4동
1,개포4-213,가로변,서울특별시 강남구 개포로15길 25,서울특별시 강남구 개포동 1239-7,37.48006,127.0456,11,강남구,개포4동
1,세곡-408,가로변,,서울특별시 강남구 자곡동 297-1,37.48023,127.103,11,강남구,세곡동
1,일원본-238,가로변,서울특별시 강남구 광평로34길 55,서울특별시 강남구 수서동 559,37.48026,127.0916,11,강남구,일원본동
1,개포1-225,가로변,서울특별시 강남구 개포동 141,서울특별시 강남구 개포동 141,37.48029,127.0633,11,강남구,개포1동
1,개포4-416,가로변,,서울특별시 강남구 개포동 1251-7,37.48031,127.049,11,강남구,개포4동
1,개포4-217,가로변,서울특별시 강남구 개포로 261,서울특별시 강남구 개포동 1262,37.48041,127.0489,11,강남구,개포4동
1,개포4-215,가로변,서울특별시 강남구 개포로21길 26,서울특별시 강남구 개포동 1253-7,37.48044,127.0473,11,강남구,개포4동
1,개포4-222,가로변,서울특별시 강남구 개포로 263,서울특별시 강남구 개포동 655,37.48044,127.0525,11,강남구,개포4동
1,공원-167,가로변,,서울특별시 강남구 수서동 794,37.48046,127.0882,11,강남구,일원본동
1,개포4-265,가로변,서울특별시 강남구 개포로15길 41,서울특별시 강남구 개포동 1239,37.48062,127.0466,11,강남구,개포4동
1,일원본-206,가로변,서울특별시 강남구 광평로10길 14-41,서울특별시 강남구 일원동 732,37.48062,127.0784,11,강남구,일원본동
1,세곡-402,가로변,,서울특별시 강남구 자곡동 271-12,37.48063,127.103,11,강남구,세곡동
1,공원-116,가로변,,서울특별시 강남구 일원동 732-2,37.48067,127.0794,11,강남구,일원본동
1,개포4-412,가로변,,서울특별시 강남구 개포동 1268,37.48068,127.0509,11,강남구,개포4동
1,공원-115,가로변,,서울특별시 강남구 일원동 732-2,37.48068,127.0797,11,강남구,일원본동
1,개포4-201,가로변,서울특별시 강남구 개포로 265,서울특별시 강남구 개포동 655-4,37.48073,127.053,11,강남구,개포4동
1,개포4-218,가로변,서울특별시 강남구 개포로25길 28,서울특별시 강남구 개포동 1265,37.48083,127.048,11,강남구,개포4동
1,공원-146,가로변,,서울특별시 강남구 일원동 433,37.48085,127.0758,11,강남구,일원본동
1,일원본-205,가로변,서울특별시 강남구 광평로10길 14-41,서울특별시 강남구 일원동 732-1,37.4809,127.0765,11,강남구,일원본동
1,일원본-111,가로변,서울특별시 강남구 광평로10길 28,,37.48091,127.081,11,강남구,일원본동
1,일원본-239,가로변,서울특별시 강남구 광평로34길 124,서울특별시 강남구 수서동 572,37.48091,127.0883,11,강남구,일원본동
1,일원본-228,가로변,서울특별시 강남구 광평로10길 14-41,서울특별시 강남구 일원동 732,37.48103,127.0771,11,강남구,일원본동
1,수서-250,가로변,,서울특별시 강남구 수서동 552-1,37.48114,127.0939,11,강남구,일원본동
1,일원본-223,가로변,서울특별시 강남구 광평로10길 14-41,서울특별시 강남구 일원동 732,37.4812,127.0778,11,강남구,일원본동
1,일원본-253,가로변,서울특별시 강남구 광평로20길 63,서울특별시 강남구 일원동 738,37.4812,127.0836,11,강남구,일원본동
1,개포1-102,가로변,서울특별시 강남구 선릉로 29,서울특별시 강남구 개포동 660-11,37.48125,127.0603,11,강남구,개포1동
1,일원본-208,가로변,서울특별시 강남구 광평로20길 63,서울특별시 강남구 일원동 738,37.48129,127.0842,11,강남구,일원본동
