관리번호,위도,경도,CCTV 수량,sido,자치구,행정동
세곡-228-00,37.4605,127.1032,1,11,강남구,세곡동
세곡-227-00,37.4605,127.1036,1,11,강남구,세곡동
세곡-229-00,37.4614,127.1017,4,11,강남구,세곡동
치수-114-2-00,37.4615,127.114,1,11,강남구,세곡동
세곡-226-00,37.4624,127.1043,1,11,강남구,세곡동
치수-116-3-00,37.4625,127.1071,1,11,강남구,세곡동
치수-116-1-00,37.4626,127.1066,1,11,강남구,세곡동
세곡-291-00,37.4626,127.1138,3,11,강남구,세곡동
세곡-285-00,37.4629,127.1068,4,11,강남구,세곡동
세곡-223-00,37.463,127.1053,3,11,강남구,세곡동
세곡-225-00,37.4631,127.1011,1,11,강남구,세곡동
세곡-114-00,37.4632,127.1037,1,11,강남구,세곡동
세곡-244-00,37.4633,127.1037,4,11,강남구,세곡동
세곡-269-00,37.4635,127.1015,4,11,강남구,세곡동
세곡-260-00,37.4635,127.1076,3,11,강남구,세곡동
세곡-406-00,37.4636,127.1064,3,11,강남구,세곡동
세곡-295-00,37.4637,127.1054,3,11,강남구,세곡동
세곡-234-00,37.4637,127.1058,4,11,강남구,세곡동
세곡-236-00,37.4639,127.1069,4,11,강남구,세곡동
치수-115-1-00,37.4642,127.1196,2,11,강남구,세곡동
세곡-221-00,37.4643,127.1072,4,11,강남구,세곡동
세곡-204-00,37.4645,127.1065,3,11,강남구,세곡동
세곡-116-00,37.4645,127.1066,1,11,강남구,세곡동
세곡-249-00,37.4647,127.0931,5,11,강남구,세곡동
세곡-257-00,37.4649,127.1038,4,11,강남구,세곡동
세곡-258-00,37.465,127.1014,4,11,강남구,세곡동
세곡-292-00,37.465,127.107,4,11,강남구,세곡동
세곡-201-00,37.4653,127.1097,4,11,강남구,세곡동
세곡-108-00,37.4654,127.1018,3,11,강남구,세곡동
세곡-254-00,37.4655,127.0949,5,11,강남구,세곡동
세곡-405-00,37.4656,127.1088,4,11,강남구,세곡동
세곡-243-00,37.4657,127.1093,5,11,강남구,세곡동
도로방범고정-01,37.4658,127.1086,1,11,강남구,세곡동
세곡-259-00,37.466,127.1006,4,11,강남구,세곡동
세곡-272-00,37.4663,127.0949,3,11,강남구,세곡동
세곡-407-00,37.4663,127.1097,4,11,강남구,세곡동
세곡-288-00,37.4666,127.0995,5,11,강남구,세곡동
세곡-202-00,37.4666,127.1089,3,11,강남구,세곡동
세곡-115-00,37.4667,127.0995,1,11,강남구,세곡동
세곡-290-00,37.4668,127.1089,3,11,강남구,세곡동
세곡-120-00,37.4669,127.0971,1,11,강남구,세곡동
세곡-248-00,37.4669,127.0972,5,11,강남구,세곡동
세곡-203-00,37.467,127.1098,3,11,강남구,세곡동
세곡-409-00,37.4671,127.1016,4,11,강남구,세곡동
세곡-231-00,37.4672,127.0945,5,11,강남구,세곡동
세곡-270-00,37.4672,127.0985,5,11,강남구,세곡동
치수-113-1-00,37.4672,127.1219,3,11,강남구,세곡동
세곡-235-00,37.4673,127.0977,5,11,강남구,세곡동
세곡-278-00,37.4674,127.1002,4,11,강남구,세곡동
세곡-284-00,37.4674,127.1093,4,11,강남구,세곡동
세곡-106-00,37.4677,127.1201,1,11,강남구,세곡동
세곡-296-00,37.4678,127.0932,4,11,강남구,세곡동
세곡-400-00,37.4682,127.0997,3,11,강남구,세곡동
세곡-207-00,37.4682,127.1003,3,11,강남구,세곡동
세곡-265-00,37.4683,127.0981,3,11,강남구,세곡동
세곡-253-00,37.4683,127.1023,4,11,강남구,세곡동
세곡-293-00,37.4684,127.0962,4,11,강남구,세곡동
세곡-294-00,37.4684,127.0987,4,11,강남구,세곡동
세곡-209-00,37.4687,127.1007,1,11,강남구,세곡동
세곡-104-00,37.4687,127.1199,1,11,강남구,세곡동
세곡-255-00,37.469,127.1041,4,11,강남구,세곡동
세곡-404-00,37.469,127.1046,3,11,강남구,세곡동
세곡-208-00,37.4691,127.1002,4,11,강남구,세곡동
세곡-109-00,37.4692,127.0917,5,11,강남구,세곡동
세곡-103-00,37.4693,127.1208,1,11,강남구,세곡동
세곡-280-00,37.4695,127.0909,3,11,강남구,세곡동
세곡-262-00,37.4696,127.089,3,11,강남구,세곡동
세곡-250-00,37.4696,127.0904,4,11,강남구,세곡동
세곡-102-00,37.4697,127.1182,1,11,강남구,세곡동
세곡-105-00,37.4699,127.1192,1,11,강남구,세곡동
세곡-403-00,37.47,127.1039,3,11,강남구,세곡동
세곡-299-00,37.4701,127.0921,1,11,강남구,세곡동
세곡-232-00,37.4701,127.1045,5,11,강남구,세곡동
세곡-289-00,37.4703,127.1033,4,11,강남구,세곡동
세곡-267-00,37.4703,127.1046,3,11,강남구,세곡동
세곡-211-00,37.4703,127.105,4,11,강남구,세곡동
세곡-111-00,37.4704,127.0899,1,11,강남구,세곡동
세곡-212-00,37.4705,127.1028,4,11,강남구,세곡동
세곡-279-00,37.4706,127.1096,1,11,강남구,세곡동
세곡-273-00,37.4708,127.0931,4,11,강남구,세곡동
세곡-233-00,37.4709,127.0922,5,11,강남구,세곡동
세곡-101-00,37.4709,127.1186,1,11,강남구,세곡동
세곡-266-00,37.4713,127.1082,4,11,강남구,세곡동
세곡-297-00,37.4716,127.095,3,11,강남구,세곡동
세곡-275-00,37.4716,127.1066,4,11,강남구,세곡동
세곡-113-00,37.4717,127.09,1,11,강남구,세곡동
세곡-286-00,37.4717,127.0913,3,11,강남구,세곡동
세곡-283-00,37.4717,127.0959,3,11,강남구,세곡동
세곡-118-00,37.4718,127.0962,1,11,강남구,세곡동
세곡-271-00,37.4718,127.1089,4,11,강남구,세곡동
세곡-245-00,37.4718,127.1095,3,11,강남구,세곡동
세곡-210-00,37.4719,127.1063,4,11,강남구,세곡동
개포4-224-00,37.472,127.051,1,11,강남구,개포4동
공원-101-00,37.4721,127.0526,1,11,강남구,개포4동
세곡-224-00,37.4721,127.1048,4,11,강남구,세곡동
치수-110-4-00,37.4722,127.118,1,11,강남구,세곡동
세곡-219-00,37.4723,127.1096,4,11,강남구,세곡동
치수-110-5-00,37.4723,127.1179,1,11,강남구,세곡동
치수-110-2-00,37.4724,127.1179,1,11,강남구,세곡동
치수-110-3-00,37.4724,127.118,1,11,강남구,세곡동
세곡-281-00,37.4725,127.0963,5,11,강남구,세곡동
치수-110-1-00,37.4725,127.1178,1,11,강남구,세곡동
세곡-298-00,37.4726,127.1012,1,11,강남구,세곡동
세곡-264-00,37.4727,127.1087,5,11,강남구,세곡동
개포4-225-00,37.4729,127.0514,4,11,강남구,개포4동
개포4-277-00,37.4729,127.0523,4,11,강남구,개포4동
세곡-287-00,37.4729,127.0991,5,11,강남구,세곡동
세곡-251-00,37.4729,127.1001,5,11,강남구,세곡동
개포4-203-00,37.473,127.0501,1,11,강남구,개포4동
세곡-110-00,37.473,127.1002,1,11,강남구,세곡동
세곡-218-00,37.4731,127.0967,1,11,강남구,세곡동
세곡-119-00,37.4731,127.103,1,11,강남구,세곡동
개포4-254-00,37.4732,127.0503,5,11,강남구,개포4동
개포4-253-00,37.4732,127.0533,3,11,강남구,개포4동
세곡-277-00,37.4732,127.103,4,11,강남구,세곡동
세곡-206-00,37.4732,127.1079,4,11,강남구,세곡동
개포4-204-00,37.4733,127.0522,4,11,강남구,개포4동
세곡-252-00,37.4733,127.0982,4,11,강남구,세곡동
개포4-264-00,37.4734,127.053,4,11,강남구,개포4동
세곡-268-00,37.4734,127.1082,3,11,강남구,세곡동
세곡-220-00,37.4735,127.1,5,11,강남구,세곡동
개포4-276-00,37.4737,127.0524,3,11,강남구,개포4동
세곡-237-00,37.4737,127.1084,4,11,강남구,세곡동
세곡-242-00,37.4737,127.1121,2,11,강남구,세곡동
개포4-248-00,37.4738,127.0513,5,11,강남구,개포4동
세곡-117-00,37.4738,127.1077,1,11,강남구,세곡동
개포4-206-00,37.4739,127.0498,5,11,강남구,개포4동
세곡-274-00,37.474,127.1042,3,11,강남구,세곡동
개포4-256-00,37.4741,127.051,5,11,강남구,개포4동
개포4-243-00,37.4741,127.0535,5,11,강남구,개포4동
세곡-112-00,37.4741,127.1093,1,11,강남구,세곡동
개포4-244-00,37.4742,127.0524,3,11,강남구,개포4동
세곡-247-00,37.4742,127.1076,4,11,강남구,세곡동
세곡-276-00,37.4742,127.1093,4,11,강남구,세곡동
개포4-284-00,37.4743,127.0487,3,11,강남구,개포4동
개포4-202-00,37.4743,127.0556,4,11,강남구,개포4동
세곡-217-00,37.4743,127.0989,5,11,강남구,세곡동
세곡-241-00,37.4743,127.1117,3,11,강남구,세곡동
개포4-273-00,37.4744,127.0515,3,11,강남구,개포4동
개포4-205-00,37.4744,127.0521,4,11,강남구,개포4동
세곡-216-00,37.4744,127.0998,5,11,강남구,세곡동
개포4-270-00,37.4745,127.0491,4,11,강남구,개포4동
개포4-296-00,37.4747,127.0503,4,11,강남구,개포4동
개포4-406-00,37.4747,127.0538,3,11,강남구,개포4동
개포4-275-00,37.4748,127.0544,4,11,강남구,개포4동
개포4-223-00,37.4748,127.0552,1,11,강남구,개포4동
세곡-222-00,37.4749,127.0975,5,11,강남구,세곡동
개포4-233-03,37.475,127.0494,4,11,강남구,개포4동
개포4-232-00,37.4751,127.0524,3,11,강남구,개포4동
개포4-105-00,37.4751,127.0525,1,11,강남구,개포4동
세곡-107-00,37.4751,127.1043,3,11,강남구,세곡동
세곡-240-00,37.4751,127.1112,1,11,강남구,세곡동
개포4-101-00,37.4752,127.0511,2,11,강남구,개포4동
개포4-290-00,37.4752,127.0537,4,11,강남구,개포4동
공원-102-00,37.4752,127.0585,2,11,강남구,개포4동
개포4-229-03,37.4753,127.0477,4,11,강남구,개포4동
개포4-207-00,37.4753,127.0483,4,11,강남구,개포4동
개포4-226-01,37.4753,127.0538,4,11,강남구,개포4동
개포4-402-00,37.4754,127.0529,3,11,강남구,개포4동
개포4-293-00,37.4756,127.0576,3,11,강남구,개포4동
개포4-237-03,37.4758,127.049,4,11,강남구,개포4동
개포4-103-00,37.4758,127.0505,1,11,강남구,개포4동
세곡-282-00,37.4758,127.1049,3,11,강남구,세곡동
세곡-239-00,37.4758,127.1107,1,11,강남구,세곡동
개포4-269-00,37.4759,127.0484,4,11,강남구,개포4동
개포4-219-00,37.4759,127.0537,2,11,강남구,개포4동
개포4-295-00,37.4762,127.0491,1,11,강남구,개포4동
개포4-403-00,37.4762,127.054,4,11,강남구,개포4동
개포4-249-00,37.4763,127.0471,5,11,강남구,개포4동
개포4-211-00,37.4763,127.0491,5,11,강남구,개포4동
개포4-239-00,37.4763,127.0497,6,11,강남구,개포4동
개포4-268-00,37.4764,127.0467,4,11,강남구,개포4동
개포4-263-00,37.4764,127.0485,3,11,강남구,개포4동
세곡-238-00,37.4764,127.1103,1,11,강남구,세곡동
개포4-241-00,37.4767,127.0524,3,11,강남구,개포4동
개포1-208-00,37.4767,127.0584,4,11,강남구,개포1동
개포4-227-00,37.4768,127.0506,1,11,강남구,개포4동
개포4-258-00,37.4768,127.0514,4,11,강남구,개포4동
개포4-405-00,37.4768,127.0536,3,11,강남구,개포4동
개포4-271-00,37.4769,127.0472,4,11,강남구,개포4동
개포4-220-00,37.4769,127.0475,4,11,강남구,개포4동
개포4-280-00,37.4771,127.0465,3,11,강남구,개포4동
개포4-401-00,37.4771,127.0497,4,11,강남구,개포4동
개포4-246-00,37.4771,127.0501,4,11,강남구,개포4동
개포4-261-00,37.4771,127.0507,4,11,강남구,개포4동
개포4-409-00,37.4772,127.0487,4,11,강남구,개포4동
개포1-215-00,37.4773,127.0584,4,11,강남구,개포1동
개포4-260-00,37.4774,127.0466,3,11,강남구,개포4동
개포4-257-00,37.4774,127.0504,3,11,강남구,개포4동
세곡-256-00,37.4774,127.1149,4,11,강남구,세곡동
개포4-228-03,37.4775,127.051,4,11,강남구,개포4동
개포4-104-00,37.4775,127.0552,1,11,강남구,개포4동
개포1-218-00,37.4775,127.0658,3,11,강남구,개포1동
개포1-223-01,37.4776,127.0586,3,11,강남구,개포1동
개포4-234-02,37.4777,127.0453,4,11,강남구,개포4동
개포4-292-00,37.4777,127.0471,3,11,강남구,개포4동
개포4-267-00,37.4777,127.0522,4,11,강남구,개포4동
개포4-210-00,37.4778,127.0491,5,11,강남구,개포4동
개포4-407-00,37.4778,127.053,4,11,강남구,개포4동
개포1-205-03,37.4778,127.0578,4,11,강남구,개포1동
개포4-266-00,37.4779,127.0465,4,11,강남구,개포4동
개포4-208-00,37.478,127.0493,5,11,강남구,개포4동
개포4-212-00,37.4781,127.0474,4,11,강남구,개포4동
개포4-259-00,37.4782,127.0463,3,11,강남구,개포4동
개포4-262-02,37.4782,127.0507,3,11,강남구,개포4동
개포4-299-00,37.4783,127.045,5,11,강남구,개포4동
개포4-272-00,37.4784,127.0512,3,11,강남구,개포4동
개포4-236-00,37.4785,127.0481,1,11,강남구,개포4동
개포4-209-00,37.4785,127.0522,3,11,강남구,개포4동
치수-112-00,37.4785,127.1142,2,11,강남구,세곡동
개포4-289-00,37.4786,127.045,3,11,강남구,개포4동
개포4-400-00,37.4786,127.0498,3,11,강남구,개포4동
개포4-247-00,37.4786,127.0514,4,11,강남구,개포4동
개포4-102-00,37.4787,127.0473,1,11,강남구,개포4동
개포4-294-00,37.4787,127.0474,4,11,강남구,개포4동
개포4-287-00,37.4787,127.0491,5,11,강남구,개포4동
개포4-255-00,37.4789,127.0468,3,11,강남구,개포4동
개포4-245-00,37.4789,127.0555,4,11,강남구,개포4동
개포4-230-00,37.479,127.0452,4,11,강남구,개포4동
개포4-216-00,37.4791,127.0482,5,11,강남구,개포4동
개포4-408-00,37.4792,127.0523,3,11,강남구,개포4동
개포4-281-00,37.4794,127.0471,4,11,강남구,개포4동
개포4-288-00,37.4795,127.0449,4,11,강남구,개포4동
개포4-286-00,37.4795,127.0484,3,11,강남구,개포4동
개포4-285-00,37.4795,127.0509,4,11,강남구,개포4동
개포4-298-00,37.4795,127.0513,4,11,강남구,개포4동
일원본-247-00,37.4795,127.0797,1,11,강남구,일원본동
개포4-214-00,37.4796,127.0465,5,11,강남구,개포4동
개포4-221-00,37.4797,127.0462,4,11,강남구,개포4동
개포4-231-00,37.4797,127.0496,4,11,강남구,개포4동
개포4-242-00,37.4797,127.0503,3,11,강남구,개포4동
개포4-238-00,37.4798,127.0469,5,11,강남구,개포4동
개포4-297-00,37.4798,127.051,4,11,강남구,개포4동
공원-108-00,37.4799,127.0811,1,11,강남구,일원본동
일원본-222-00,37.48,127.0839,1,11,강남구,일원본동
개포4-213-00,37.4801,127.0456,4,11,강남구,개포4동
개포4-404-00,37.4801,127.0475,2,11,강남구,개포4동
세곡-408-00,37.4802,127.103,4,11,강남구,세곡동
개포1-225-00,37.4803,127.0634,4,11,강남구,개포1동
일원본-238-00,37.4803,127.0916,3,11,강남구,일원본동
개포4-215-00,37.4804,127.0473,3,11,강남구,개포4동
개포4-217-00,37.4804,127.049,5,11,강남구,개포4동
개포4-222-00,37.4804,127.0525,2,11,강남구,개포4동
일원본-250-02,37.4804,127.0949,3,11,강남구,수서동
개포4-265-00,37.4806,127.0467,4,11,강남구,개포4동
일원본-206-00,37.4806,127.0784,1,11,강남구,일원본동
세곡-402-00,37.4806,127.103,3,11,강남구,세곡동
개포4-201-00,37.4807,127.053,4,11,강남구,개포4동
개포4-218-00,37.4808,127.048,5,11,강남구,개포4동
일원본-207-00,37.4808,127.081,1,11,강남구,일원본동
개포4-291-00,37.4809,127.0487,4,11,강남구,개포4동
일원본-205-00,37.4809,127.0766,2,11,강남구,일원본동
일원본-239-01,37.4809,127.0883,4,11,강남구,일원본동
일원본-228-00,37.481,127.0771,3,11,강남구,일원본동
일원본-251-00,37.4811,127.0828,4,11,강남구,일원본동
수서-250-00,37.4811,127.094,1,11,강남구,수서동
세곡-261-00,37.4811,127.1003,4,11,강남구,세곡동
일원본-223-00,37.4812,127.0779,4,11,강남구,일원본동
개포4-283-00,37.4813,127.0464,3,11,강남구,개포4동
개포4-251-00,37.4813,127.0467,3,11,강남구,개포4동
개포1-211-00,37.4813,127.0539,3,11,강남구,개포1동
일원본-208-00,37.4813,127.0842,4,11,강남구,일원본동
일원본-230-00,37.4814,127.0923,4,11,강남구,일원본동
세곡-230-00,37.4814,127.1033,4,11,강남구,세곡동
개포4-274-00,37.4815,127.0521,3,11,강남구,개포4동
개포2-253-00,37.4815,127.0682,4,11,강남구,개포2동
세곡-215-00,37.4815,127.1042,1,11,강남구,세곡동
도곡2-220-00,37.4816,127.0443,5,11,강남구,도곡2동
개포4-250-00,37.4816,127.0493,1,11,강남구,개포4동
일원본-235-00,37.4816,127.0801,4,11,강남구,일원본동
일원본-109-00,37.4816,127.0866,5,11,강남구,일원본동
세곡-263-00,37.4816,127.0998,5,11,강남구,세곡동
세곡-401-00,37.4816,127.1014,5,11,강남구,세곡동
치수-103-00,37.4817,127.0473,1,11,강남구,개포4동
공원-104-00,37.4817,127.07,1,11,강남구,개포1동
개포2-252-00,37.4818,127.0663,3,11,강남구,개포2동
수서-251-00,37.4818,127.096,1,11,강남구,수서동
일원본-241-00,37.4819,127.0898,3,11,강남구,일원본동
개포2-249-00,37.482,127.0679,3,11,강남구,개포2동
세곡-214-00,37.482,127.1019,4,11,강남구,세곡동
도곡2-216-00,37.4822,127.0439,5,11,강남구,도곡2동
개포4-240-00,37.4822,127.0483,5,11,강남구,개포4동
개포1-207-00,37.4822,127.0555,3,11,강남구,개포1동
공원-105-00,37.4822,127.071,1,11,강남구,개포1동
개포1-213-01,37.4823,127.0534,3,11,강남구,개포1동
일원본-217-00,37.4823,127.087,3,11,강남구,일원본동
도곡2-221-00,37.4824,127.0455,5,11,강남구,도곡2동
개포4-252-00,37.4824,127.0497,3,11,강남구,개포4동
일원본-233-01,37.4824,127.0885,3,11,강남구,일원본동
일원본-243-01,37.4824,127.0944,3,11,강남구,일원본동
일원본-104-00,37.4824,127.0945,1,11,강남구,일원본동
일원본-107-00,37.4824,127.0952,1,11,강남구,수서동
일원본-244-02,37.4824,127.0953,3,11,강남구,수서동
도곡2-208-00,37.4825,127.0448,1,11,강남구,도곡2동
일원본-102-00,37.4825,127.0799,1,11,강남구,일원본동
도곡2-207-00,37.4826,127.0428,3,11,강남구,도곡2동
개포2-263-00,37.4826,127.0622,4,11,강남구,개포2동
일원본-213-00,37.4826,127.0799,5,11,강남구,일원본동
개포2-214-00,37.4827,127.0612,4,11,강남구,개포2동
개포2-251-00,37.4827,127.0632,3,11,강남구,개포2동
일원본-106-00,37.4827,127.0947,1,11,강남구,일원본동
개포2-215-00,37.4828,127.0625,4,11,강남구,개포2동
일원본-219-00,37.4828,127.078,3,11,강남구,일원본동
도곡2-214-00,37.4829,127.0453,3,11,강남구,도곡2동
개포2-262-00,37.4829,127.062,3,11,강남구,개포2동
일원본-204-00,37.4829,127.0764,1,11,강남구,일원본동
일원본-214-00,37.4829,127.0792,1,11,강남구,일원본동
개포2-101-00,37.483,127.0604,1,11,강남구,개포2동
도곡2-235-00,37.4831,127.0481,4,11,강남구,도곡2동
도곡2-204-00,37.4832,127.0449,4,11,강남구,도곡2동
도곡2-209-00,37.4832,127.0459,1,11,강남구,도곡2동
도곡2-205-00,37.4832,127.0467,4,11,강남구,도곡2동
개포2-258-00,37.4832,127.0612,2,11,강남구,개포2동
개포2-248-00,37.4832,127.0668,5,11,강남구,개포2동
개포2-226-00,37.4832,127.0698,4,11,강남구,개포2동
일원본-248-00,37.4832,127.0773,1,11,강남구,일원본동
세곡-213-00,37.4832,127.1043,1,11,강남구,세곡동
도곡2-210-00,37.4833,127.0475,1,11,강남구,도곡2동
일원본-203-00,37.4833,127.0779,5,11,강남구,일원본동
치수-124-1-00,37.4833,127.1074,1,11,강남구,수서동
개포1-202-03,37.4834,127.0527,4,11,강남구,개포1동
개포2-259-00,37.4834,127.0627,2,11,강남구,개포2동
일원본-249-00,37.4834,127.0788,4,11,강남구,일원본동
일원본-220-00,37.4834,127.086,3,11,강남구,일원본동
치수-124-4-00,37.4834,127.1073,1,11,강남구,수서동
치수-124-3-00,37.4834,127.1074,2,11,강남구,수서동
일원본-242-01,37.4835,127.0868,5,11,강남구,일원본동
공원-109-00,37.4835,127.0945,2,11,강남구,일원본동
수서-249-00,37.4835,127.095,1,11,강남구,수서동
치수-124-2-00,37.4835,127.1073,1,11,강남구,수서동
치수-124-6-00,37.4835,127.1074,1,11,강남구,수서동
도곡2-224-00,37.4836,127.0436,4,11,강남구,도곡2동
개포4-282-00,37.4836,127.0509,3,11,강남구,개포4동
개포1-209-01,37.4836,127.057,4,11,강남구,개포1동
개포2-202-00,37.4836,127.0612,4,11,강남구,개포2동
개포2-234-00,37.4836,127.0636,4,11,강남구,개포2동
일원본-202-00,37.4836,127.0798,4,11,강남구,일원본동
개포2-255-00,37.4837,127.0609,3,11,강남구,개포2동
개포2-201-01,37.4837,127.0626,4,11,강남구,개포2동
개포2-247-00,37.4837,127.0642,3,11,강남구,개포2동
공원-106-00,37.4837,127.073,1,11,강남구,개포1동
도곡2-219-00,37.4838,127.0461,4,11,강남구,도곡2동
수서-243-00,37.4838,127.0956,4,11,강남구,수서동
개포2-224-00,37.4839,127.0592,4,11,강남구,개포2동
개포2-204-00,37.4839,127.0599,4,11,강남구,개포2동
일원본-218-00,37.4839,127.0777,3,11,강남구,일원본동
도곡2-215-00,37.484,127.0428,5,11,강남구,도곡2동
치수-104-00,37.484,127.0497,1,11,강남구,도곡2동
개포4-278-00,37.484,127.0514,3,11,강남구,개포4동
개포1-220-00,37.484,127.0573,4,11,강남구,개포1동
개포2-236-00,37.484,127.0617,4,11,강남구,개포2동
일원본-212-00,37.484,127.0782,1,11,강남구,일원본동
일원본-211-00,37.484,127.0792,3,11,강남구,일원본동
도곡2-241-00,37.4841,127.0458,5,11,강남구,도곡2동
도곡2-247-00,37.4841,127.0471,3,11,강남구,도곡2동
개포2-211-00,37.4841,127.0684,1,11,강남구,개포2동
일원본-225-02,37.4841,127.0818,3,11,강남구,일원본동
일원본-216-00,37.4842,127.0894,3,11,강남구,일원본동
일원본-226-00,37.4842,127.0945,4,11,강남구,일원본동
일원본-103-02,37.4842,127.0947,3,11,강남구,일원본동
도곡2-213-00,37.4843,127.0439,3,11,강남구,도곡2동
개포2-219-00,37.4843,127.062,4,11,강남구,개포2동
일원본-237-00,37.4843,127.0798,4,11,강남구,일원본동
개포2-240-02,37.4844,127.0647,3,11,강남구,개포2동
도곡2-218-00,37.4845,127.0425,4,11,강남구,도곡2동
개포2-250-00,37.4845,127.0606,4,11,강남구,개포2동
개포2-203-00,37.4845,127.0613,4,11,강남구,개포2동
일원본-246-00,37.4845,127.0835,4,11,강남구,일원본동
도곡2-211-00,37.4846,127.0445,1,11,강남구,도곡2동
개포2-205-00,37.4846,127.0601,4,11,강남구,개포2동
일원본-236-00,37.4846,127.085,3,11,강남구,일원본동
일원본-224-01,37.4846,127.089,3,11,강남구,일원본동
치수-111-1-00,37.4846,127.109,1,11,강남구,수서동
일원본-201-00,37.4847,127.0863,4,11,강남구,일원본동
도곡2-248-00,37.4848,127.0443,3,11,강남구,도곡2동
도곡2-201-00,37.4849,127.0424,4,11,강남구,도곡2동
도곡2-203-00,37.4849,127.0446,2,11,강남구,도곡2동
도곡2-217-00,37.4849,127.0467,4,11,강남구,도곡2동
수서-223-00,37.4849,127.0995,1,11,강남구,수서동
수서-205-00,37.4849,127.1002,3,11,강남구,수서동
치수-111-2-00,37.4849,127.1096,1,11,강남구,수서동
도곡2-222-00,37.485,127.0456,4,11,강남구,도곡2동
개포2-212-00,37.485,127.0658,1,11,강남구,개포2동
수서-203-00,37.485,127.0979,1,11,강남구,수서동
치수-111-3-00,37.485,127.1096,1,11,강남구,수서동
도곡2-230-00,37.4851,127.0417,4,11,강남구,도곡2동
도곡2-237-00,37.4851,127.0441,4,11,강남구,도곡2동
도곡2-206-00,37.4851,127.0465,4,11,강남구,도곡2동
개포2-206-00,37.4851,127.058,4,11,강남구,개포2동
도곡1-102-00,37.4852,127.0373,8,11,강남구,도곡1동
육교-104-01,37.4852,127.0377,2,11,강남구,도곡1동
도곡2-228-00,37.4852,127.0476,5,11,강남구,도곡2동
공원-107-00,37.4852,127.0754,1,11,강남구,개포1동
일원본-229-03,37.4852,127.082,5,11,강남구,일원본동
일원본-215-00,37.4852,127.093,3,11,강남구,일원본동
수서-105-00,37.4852,127.1039,2,11,강남구,수서동
도곡1-106-00,37.4853,127.0346,1,11,강남구,도곡1동
도곡2-236-00,37.4853,127.0515,4,11,강남구,도곡2동
수서-204-00,37.4853,127.0991,4,11,강남구,수서동
도곡1-261-00,37.4854,127.0374,4,11,강남구,도곡1동
개포1-203-00,37.4854,127.0561,4,11,강남구,개포1동
도곡1-215-00,37.4855,127.0362,1,11,강남구,도곡1동
일원본-232-00,37.4855,127.0831,4,11,강남구,일원본동
일원본-101-00,37.4855,127.0832,1,11,강남구,일원본동
일원본-234-00,37.4855,127.0874,4,11,강남구,일원본동
도곡2-108-00,37.4856,127.046,1,11,강남구,도곡2동
일원본-221-00,37.4856,127.0843,3,11,강남구,일원본동
일원본-210-00,37.4856,127.0911,1,11,강남구,일원본동
도곡1-220-00,37.4857,127.0345,5,11,강남구,도곡1동
도곡1-247-00,37.4857,127.0379,3,11,강남구,도곡1동
도곡1-216-00,37.4858,127.037,3,11,강남구,도곡1동
도곡1-256-00,37.4858,127.0416,4,11,강남구,도곡1동
도곡2-227-00,37.4858,127.0454,3,11,강남구,도곡2동
개포1-219-00,37.4858,127.0546,3,11,강남구,개포1동
수서-202-00,37.4858,127.0993,4,11,강남구,수서동
일원본-209-00,37.4859,127.0861,4,11,강남구,일원본동
수서-233-00,37.4859,127.1062,3,11,강남구,수서동
도곡1-219-00,37.486,127.0352,1,11,강남구,도곡1동
도곡1-209-00,37.486,127.0381,3,11,강남구,도곡1동
개포2-223-00,37.486,127.0595,3,11,강남구,개포2동
도곡1-249-00,37.4861,127.0437,4,11,강남구,도곡1동
개포2-209-02,37.4861,127.0678,5,11,강남구,개포2동
일원본-227-01,37.4861,127.083,3,11,강남구,일원본동
수서-220-00,37.4861,127.0989,2,11,강남구,수서동
개포2-237-00,37.4862,127.0591,5,11,강남구,개포2동
도곡2-104-00,37.4863,127.0507,3,11,강남구,도곡2동
수서-216-00,37.4863,127.1069,4,11,강남구,수서동
수서-217-00,37.4863,127.1077,3,11,강남구,수서동
도곡1-244-00,37.4864,127.0445,4,11,강남구,도곡1동
수서-215-00,37.4864,127.0995,4,11,강남구,수서동
도곡1-110-00,37.4865,127.036,6,11,강남구,도곡1동
도곡1-210-00,37.4865,127.0364,1,11,강남구,도곡1동
도곡1-105-00,37.4865,127.038,1,11,강남구,도곡1동
도곡1-208-00,37.4865,127.0392,1,11,강남구,도곡1동
도곡2-246-00,37.4865,127.0528,4,11,강남구,도곡2동
개포2-257-01,37.4865,127.0591,2,11,강남구,개포2동
수서-210-00,37.4865,127.1045,3,11,강남구,수서동
도곡1-257-00,37.4866,127.0352,4,11,강남구,도곡1동
도곡1-243-00,37.4866,127.038,4,11,강남구,도곡1동
도곡1-255-00,37.4866,127.0434,5,11,강남구,도곡1동
개포1-101-02,37.4866,127.0567,4,11,강남구,개포1동
일원본-105-00,37.4866,127.0827,1,11,강남구,일원본동
도곡1-213-00,37.4867,127.0339,5,11,강남구,도곡1동
도곡1-250-00,37.4867,127.0382,3,11,강남구,도곡1동
도곡1-103-00,37.4867,127.0393,1,11,강남구,도곡1동
도곡1-246-00,37.4867,127.0442,4,11,강남구,도곡1동
개포2-235-00,37.4867,127.0596,4,11,강남구,개포2동
일원본-245-00,37.4867,127.0826,4,11,강남구,일원본동
수서-228-00,37.4867,127.1,3,11,강남구,수서동
개포2-222-00,37.4868,127.0697,3,11,강남구,개포2동
수서-229-00,37.4868,127.0972,3,11,강남구,수서동
