관리번호,위도,경도,CCTV 수량,sido,자치구,행정동
1239.구로중앙로12길 38 늘푸른약국 건너편(고정1),37.4926,126.8934,3,11,구로구,구로4동
1319.부일로 869 (고정1),37.4927,126.8236,4,11,구로구,수궁동
1760.구로동413-80 (고정1),37.4927,126.8834,3,11,구로구,구로2동
1230.가마산로20다길 45(고정1),37.4927,126.8888,3,11,구로구,구로2동
1720.구로동 136-69 (고정1),37.4927,126.8911,3,11,구로구,구로4동
1125.구로2빗물펌프장 엘리베이터 안(구로4동 120-5),37.4927,126.8946,1,11,구로구,구로4동
779. 구로구 온수동 산 10-4 구로온수체육공원-1 (고정형_1),37.4928,126.8206,3,11,구로구,수궁동
472. 오류지하보차도 펌프실내,37.4928,126.8407,1,11,구로구,오류2동
1440.서해안로 2330-32 - 고정1,37.4928,126.8436,3,11,구로구,오류2동
1432.오류2동 147-2 (고정 3),37.4928,126.8442,4,11,구로구,오류2동
1438.오류로8마길 10 - 고정,37.4928,126.8455,2,11,구로구,오류2동
419.구로2펌프 운영실,37.4928,126.8943,5,11,구로구,구로4동
1126.구로2빗물펌프장 로비 앞(구로4동 120-5),37.4928,126.8945,1,11,구로구,구로4동
1748.온수동 9-11 (고정1),37.4929,126.8241,3,11,구로구,수궁동
1784.온수동 119-11 (고정1),37.4929,126.8248,4,11,구로구,수궁동
1632. 오류2동 145-132 고정1,37.4929,126.8463,2,11,구로구,오류2동
251.오류2동 145-5,37.4929,126.8468,4,11,구로구,오류2동
82.개봉2동 198-21,37.4929,126.8599,1,11,구로구,개봉2동
1773.구로동 685-70 (고정1),37.4929,126.8761,3,11,구로구,구로1동
186.구로2동 429-77,37.4929,126.8872,4,11,구로구,구로2동
1237.구로중앙로8길 41(고정),37.4929,126.8941,1,11,구로구,구로4동
597.구로2펌프 정문감시(제진기옆)(우),37.4929,126.8944,1,11,구로구,구로4동
835.  온수동 120-2 (고정형-2),37.493,126.8193,3,11,구로구,수궁동
782. 구로구 온수동 산 10-4 구로온수체육공원-4 (고정형),37.493,126.8198,2,11,구로구,수궁동
1437.오류로8바길 14-9 - 고정1,37.493,126.8461,2,11,구로구,오류2동
1036. 개봉동 325-10(고정2),37.493,126.8536,3,11,구로구,개봉2동
563.개봉2동 304-16 건양삼거리 1번,37.493,126.8546,4,11,구로구,개봉2동
1155.구로동로35길 30(고정2),37.493,126.8824,4,11,구로구,구로2동
1072.구로4동 136-5(고정1),37.493,126.8911,2,11,구로구,구로4동
1367.구로동 129-60 - 고정3,37.493,126.8929,2,11,구로구,구로4동
1236.구로중앙로8길 41(어안),37.493,126.894,2,11,구로구,구로4동
"대림3-방범-11(1) 대림로31길 35,사거리앞",37.493,126.8943,1,11,구로구,구로4동
1119.온수동 10-24(고정2),37.4931,126.8238,2,11,구로구,수궁동
1744.오류동 331-4 (고정1),37.4931,126.8291,3,11,구로구,오류2동
1742.오류동 331-40 (고정1),37.4931,126.8319,3,11,구로구,오류2동
1037.개봉로17아길 41(개봉동 317-7)(고정1),37.4931,126.8508,2,11,구로구,개봉2동
896. 개봉동 323-32 (고정형-1),37.4931,126.853,2,11,구로구,개봉2동
202.구로2동 429-199,37.4931,126.8883,3,11,구로구,구로2동
1562.구로중앙로19나길 47 고정1,37.4931,126.8899,5,11,구로구,구로2동
1074.구로4동 130-47(고정2),37.4931,126.8916,2,11,구로구,구로4동
"대림3-방범-11 대림로31길 35,사거리앞",37.4931,126.8944,1,11,구로구,구로4동
780. 구로구 온수동 산 10-4 구로온수체육공원-2 (고정형_1),37.4932,126.8202,3,11,구로구,수궁동
1635. 온수동 14-5 고정1,37.4932,126.8223,3,11,구로구,수궁동
24.온수초교 1지점 고정1,37.4932,126.8255,3,11,구로구,수궁동
1448.오류동역2번출구방향 (서해안로30길13-7) - 고정1,37.4932,126.8445,3,11,구로구,오류2동
1436.오류로8길 105 - 고정1,37.4932,126.846,2,11,구로구,오류2동
1039.개봉로17나길 51-1(개봉동 321-16)(고정1),37.4932,126.8525,2,11,구로구,개봉2동
361.구로1동 685-221 구일초교,37.4932,126.8738,3,11,구로구,구로1동
987.구로동 394-24 (구로중앙로12길 23-32) -고정형 1,37.4932,126.8926,2,11,구로구,구로4동
781. 구로구 온수동 산 10-4 구로온수체육공원-3 (고정형),37.4933,126.8195,2,11,구로구,수궁동
1493.궁동 199-6 고정1,37.4933,126.8344,3,11,구로구,수궁동
1554.오류2동 137-4 고정1,37.4933,126.844,2,11,구로구,오류2동
250. 오류2동 137-55 (고정형-1),37.4933,126.8451,3,11,구로구,오류2동
1435.오류로8바길 4 - 고정1,37.4933,126.8464,4,11,구로구,오류2동
1430.오류로8바길 3-11 - 고정1,37.4933,126.8469,2,11,구로구,오류2동
1038.개봉로17아길 41-13(개봉동 325-10)(고정2),37.4933,126.8502,2,11,구로구,개봉2동
1726.구로동 685-222 구일초교 (고정1),37.4933,126.8746,3,11,구로구,구로1동
1759.구로동426-6 (고정1),37.4933,126.8837,3,11,구로구,구로2동
1786.온수동 16-1 (고정1),37.4934,126.822,2,11,구로구,수궁동
1693. 경인로 143 고정형 1번,37.4934,126.8371,3,11,구로구,수궁동
1188.오류지하차도(경인로 168-14부근)(고정2),37.4934,126.8405,2,11,구로구,오류2동
591.오류2동 68-6 미래빌라후문 오류남부주차장 옆 회전형,37.4934,126.8432,1,11,구로구,오류2동
91.개봉2동 303-45,37.4934,126.8542,3,11,구로구,개봉2동
1154.개봉로20길 74(회전),37.4934,126.8583,4,11,구로구,개봉2동
1132.구로동 685-201(비상벨카메라),37.4934,126.8731,1,11,구로구,구로1동
549. 구로1동 구일5길_구일고정문옆 회전형,37.4934,126.8749,5,11,구로구,구로1동
1451.오류동역1번출구방향 (오류로8길 116) - 고정1,37.4935,126.8462,2,11,구로구,오류2동
1210.오류로8길 126-7 (오류동 144-50) (응곡교회 옆) (회전),37.4935,126.8472,3,11,구로구,오류2동
1492.개봉2동 305-15 고정1,37.4935,126.8519,2,11,구로구,개봉2동
1641. 개봉2동 306-30 고정1,37.4935,126.853,2,11,구로구,개봉2동
1600.개봉동 303-15 어안,37.4935,126.8542,1,11,구로구,개봉2동
1490.구로2동 429-66 고정1,37.4935,126.8874,4,11,구로구,구로2동
958.궁동 189-73 샘소슬어린이집 (고정형 1),37.4936,126.8348,3,11,구로구,수궁동
1335.오류1동 서해안로2340-10 - 회전,37.4936,126.8444,4,11,구로구,오류2동
1152.개봉로20길 30(회전),37.4936,126.8563,5,11,구로구,개봉2동
1466.개봉1펌프 수문(개봉2펌프 연결),37.4936,126.8636,1,11,구로구,개봉2동
446.개봉1펌프 제진기,37.4936,126.8653,1,11,구로구,개봉2동
686.구로1동 685-522 철도공사 구로차량기지 2지점 1번,37.4936,126.8811,3,11,구로구,구로2동
1242.구로중앙로14길 19-13(어안),37.4936,126.8915,1,11,구로구,구로4동
1577.구로중앙로8길 41-20(화목어린이집 옆) 고정1,37.4936,126.8935,2,11,구로구,구로4동
1434.오류로8길 125 - 고정3,37.4937,126.8469,3,11,구로구,오류2동
232.개봉2동 318-1 고정1,37.4937,126.8513,3,11,구로구,개봉2동
92.개봉2동 305-7 고정1,37.4937,126.8524,3,11,구로구,개봉2동
1411.개봉로17가길 43 - 회전,37.4937,126.8554,3,11,구로구,개봉2동
447.개봉1펌프 내수위,37.4937,126.865,1,11,구로구,개봉2동
449.개봉1펌프 운영실,37.4937,126.8656,1,11,구로구,개봉2동
1479.구로2동 466-250 고정1,37.4937,126.8815,3,11,구로구,구로2동
1336. 구로2동 가마산로 20가길 39 - 고정1,37.4937,126.8878,3,11,구로구,구로2동
1064.구로2동 85-13(고정2),37.4937,126.8889,2,11,구로구,구로2동
1241.구로4동 131-3(고정),37.4937,126.8917,2,11,구로구,구로4동
448.개봉1펌프 기계실,37.4938,126.8653,1,11,구로구,개봉2동
788. 구로2동 426-83 (고정형-1),37.4938,126.8841,3,11,구로구,구로2동
598. 오류동 85-12 오류동역 남부 1번 (고정),37.4939,126.844,3,11,구로구,오류1동
1452.오류동역1번출구방향 (서해안로2370) - 고정2,37.4939,126.8455,3,11,구로구,오류2동
230. 개봉2동 306-6 (고정형-1),37.4939,126.8536,3,11,구로구,개봉2동
442.개봉1펌프 개봉2유입수문,37.4939,126.8654,3,11,구로구,개봉2동
1594.구로동 426-32 고정1,37.4939,126.8849,4,11,구로구,구로2동
"대림3-방범-17(1) 대림로31나길 8,코너부근앞",37.4939,126.8947,1,11,구로구,구로4동
836.  온수동 67-15 (고정형-2),37.494,126.8183,3,11,구로구,수궁동
1637. 수궁동 10-23 고정1,37.494,126.8246,3,11,구로구,수궁동
1120.궁동 207-87(어안),37.494,126.8327,3,11,구로구,수궁동
1453.오류동역1번출구방향 (오류로8길 142-1) - 고정2,37.494,126.8477,3,11,구로구,오류2동
1104. 개봉동 309-19(고정2),37.494,126.8496,2,11,구로구,개봉2동
743.개봉1동 빗물 펌프장2,37.494,126.8659,1,11,구로구,개봉2동
1198.구로동로 173 구로소방파출소(고정3),37.494,126.8829,4,11,구로구,구로2동
1700. 가마산로15가길 32 고정형 1번,37.494,126.8853,2,11,구로구,구로2동
195.구로4동 구로중앙로14길39  - 비상벨,37.494,126.8927,4,11,구로구,구로4동
1710. 구로중앙로14길 44 고정형 1번,37.494,126.8928,3,11,구로구,구로4동
"대림3-방범-17 대림로31나길 8,코너부근앞",37.494,126.8946,1,11,구로구,구로4동
1001.궁동 212-2 (부일로11길 17) - 고정형 1,37.4941,126.8316,1,11,구로구,수궁동
1211.오류동 143-18번지(비상벨),37.4941,126.8483,5,11,구로구,오류2동
967.개봉동 203-6 (경인로35길 141-50) - 고정형 1,37.4941,126.8603,3,11,구로구,개봉2동
601. 궁동 279-6 수른어린이공원 회전형,37.4942,126.8246,3,11,구로구,수궁동
26.온수초교 3지점 1번,37.4942,126.827,3,11,구로구,수궁동
256.궁동 209-6(고정1),37.4942,126.8322,4,11,구로구,수궁동
1592.오류동 77-1 고정1,37.4942,126.8401,4,11,구로구,오류1동
816. 개봉2동 199-4 (고정형-1),37.4942,126.8593,3,11,구로구,개봉2동
377. 수궁동9-31 온수초교 고정1,37.4943,126.8249,3,11,구로구,수궁동
859. 궁동 190-130 무궁어린이집 - 고정형(1),37.4943,126.8344,3,11,구로구,수궁동
1458.경인로20나길 17 - 고정2,37.4943,126.8419,3,11,구로구,오류1동
1351.오류 문화센터 인공지반 공원 4,37.4943,126.8456,1,11,구로구,오류2동
1450.오류동역1번출구방향 (서해안로32길 7) - 고정2,37.4943,126.8473,3,11,구로구,오류2동
966.개봉동 203-2 (남부순환로97길 11) - 고정형 1,37.4943,126.8586,2,11,구로구,개봉2동
1707. 개봉로23가길 86 고정형 1번,37.4943,126.8616,3,11,구로구,개봉1동
623.동구로초교 구로6동 93 2지점 1번,37.4943,126.8919,3,11,구로구,구로4동
364.구로4동 93 동구로초교,37.4943,126.8934,1,11,구로구,구로4동
814. 수궁동 212-15 (고정형-1),37.4944,126.8315,4,11,구로구,수궁동
1285.부일로15나길 6 (어안),37.4944,126.8334,2,11,구로구,수궁동
1133.구로동 685-203(비상벨카메라),37.4944,126.8731,1,11,구로구,구로1동
177.구로본동 466-60 (고정형-1),37.4944,126.8812,3,11,구로구,구로2동
1770.구로동 429-146 (고정1),37.4944,126.8883,5,11,구로구,구로2동
1488.수궁동 209-28 고정1,37.4945,126.8325,3,11,구로구,수궁동
1352.오류 문화센터 인공지반 공원 5,37.4945,126.8459,1,11,구로구,오류1동
1348.오류 문화센터 인공지반 공원 1,37.4945,126.8465,1,11,구로구,오류2동
1347.구로1동 구일로 90-133  - 고정2,37.4945,126.8749,2,11,구로구,구로1동
95.구로2동 436(고정1),37.4945,126.8871,3,11,구로구,구로2동
231.개봉2동 310-30 (회전형),37.4946,126.8502,3,11,구로구,개봉2동
78.구로본동 466-58,37.4946,126.8812,2,11,구로구,구로2동
712.온수어린이공원 고정1번,37.4947,126.8177,2,11,구로구,수궁동
1333.개봉2동 서해안로 34길 10 - 고정1,37.4947,126.8488,3,11,구로구,개봉2동
1767.개봉동416-99 (고정1),37.4947,126.8606,4,11,구로구,개봉1동
9.동구로초교 1번,37.4947,126.8918,4,11,구로구,구로4동
1350.오류 문화센터 인공지반 공원 3,37.4948,126.8457,1,11,구로구,오류1동
1273.남부순환로95길 42-15 (고정 1),37.4948,126.8564,3,11,구로구,개봉2동
445.개봉1펌프 외수위,37.4948,126.8672,1,11,구로구,개봉2동
115. 효진빌딩 앞 구로2동 420-4,37.4948,126.8828,1,11,구로구,구로2동
1302.도림천로 338 (고정1),37.4948,126.8939,5,11,구로구,구로4동
1358.오류 문화센터 역 광장 3,37.4949,126.8443,1,11,구로구,오류1동
1359.오류 문화센터 역 광장 1,37.4949,126.8446,1,11,구로구,오류1동
1349.오류 문화센터 인공지반 공원 2,37.4949,126.8461,1,11,구로구,오류1동
550.구로1동 구일5길_LH APT놀이터옆 회전형,37.4949,126.8748,4,11,구로구,구로1동
79.구로본동 466-33,37.4949,126.8816,1,11,구로구,구로2동
388.구로2동 466-170,37.4949,126.8817,1,11,구로구,구로2동
644.온수도시(벽산지구)_정자앞 1번,37.495,126.8251,2,11,구로구,수궁동
1284.부일로17길 54 (고정1),37.495,126.8328,2,11,구로구,수궁동
590.오류1동 81-105 가인헤어주차장 옆 1번,37.495,126.8395,4,11,구로구,오류1동
765. 구로구 오류1동 66-11(고정1),37.495,126.8435,3,11,구로구,오류1동
165.구로2동 448-22,37.495,126.8835,2,11,구로구,구로2동
175.구로본동 447-7 (고정형-3),37.495,126.8845,3,11,구로구,구로2동
592.궁동 190-114 고려빌라사거리 1번,37.4951,126.834,4,11,구로구,수궁동
248.오류1동 81-155,37.4951,126.8375,3,11,구로구,오류1동
995.오류동 81-120 (경인로15가길 8) - 고정형 1,37.4951,126.8383,3,11,구로구,오류1동
105.경인로20나길 30 이좋은집(고정1),37.4951,126.8421,3,11,구로구,오류1동
1360.오류 문화센터 역 광장 2,37.4951,126.8449,1,11,구로구,오류1동
837. 온수동 73-9  (회전형),37.4952,126.818,3,11,구로구,수궁동
255. 궁동 187-16,37.4952,126.8315,3,11,구로구,수궁동
1106.개봉2동 247-20(고정1),37.4952,126.8505,3,11,구로구,개봉2동
1766.개봉동416-143 (고정1),37.4952,126.8579,3,11,구로구,개봉1동
466.구일역 보도육교 엘레베이터 내,37.4952,126.8719,1,11,구로구,구로1동
25.온수초교 2지점 1번,37.4953,126.8254,3,11,구로구,수궁동
860. 궁동 171-1 다솔유치원 - 고정형(1),37.4953,126.8305,3,11,구로구,수궁동
144.오류1동 52-7 (고정형-2),37.4953,126.8438,3,11,구로구,오류1동
1467.구로1동 685-161 고정1,37.4953,126.8748,2,11,구로구,구로1동
841. 온수동 99-1 (고정형-1),37.4954,126.8168,4,11,구로구,수궁동
862. 온수동 93-14 예쁨어린이집 - 고정형(1),37.4954,126.8173,3,11,구로구,수궁동
1729.궁동 230-9 온수초 (고정1),37.4954,126.8255,3,11,구로구,수궁동
1762.구로동650-4 (고정1),37.4954,126.8718,3,11,구로구,구로1동
718. 구일중 사거리 (고정형-1),37.4954,126.8736,3,11,구로구,구로1동
80.구로본동 466-25,37.4954,126.8815,2,11,구로구,구로2동
1160.가마산로26길 19 맞은편(고정3),37.4954,126.8912,5,11,구로구,구로4동
838. 온수동 89-5 (고정형),37.4955,126.8183,2,11,구로구,수궁동
1316.경인로15길 29 (고정2),37.4955,126.8389,5,11,구로구,오류1동
1287.고척로1길 14-9 (고정1),37.4955,126.8396,4,11,구로구,오류1동
1365.고척1동 66-30 테니스장입구 (고정2),37.4955,126.8667,3,11,구로구,고척1동
1058.구로1동 685-140(고정2),37.4955,126.8759,2,11,구로구,구로1동
1691. 벚꽃로 466 고정형 1번,37.4955,126.8801,3,11,구로구,구로2동
1483.구로2동 420 고정1,37.4955,126.8831,2,11,구로구,구로2동
463. 재난안전대책상황실,37.4955,126.8875,3,11,구로구,구로2동
1421.부일로15나길 19-23 - 고정1,37.4956,126.8326,3,11,구로구,수궁동
1423.부일로19길 75-17 - 어안2,37.4956,126.8347,2,11,구로구,수궁동
246.오류1동 6-140,37.4956,126.8403,3,11,구로구,오류1동
1745.오류동 9-183 (고정1),37.4956,126.8408,3,11,구로구,오류1동
1022.고척동 66-31(고정1),37.4956,126.8654,2,11,구로구,고척1동
1364.고척1동 66-30 구일역방향 (어안),37.4956,126.8674,3,11,구로구,고척1동
1137.구로2동 448-59(비상벨카메라),37.4956,126.8847,1,11,구로구,구로2동
1621.구로2동 448-42 고정1,37.4956,126.8853,3,11,구로구,구로2동
1756.구로동64 (고정1),37.4956,126.8888,4,11,구로구,구로5동
대림3-주정차-03(2) 가마산로 319,37.4956,126.8938,1,11,구로구,구로4동
1578.부일로13길 52 (에어컨 가게 앞 교차로) 고정1,37.4957,126.8314,3,11,구로구,수궁동
1747.오류동 40-4 (고정1),37.4957,126.8427,3,11,구로구,오류1동
1295.코레일오류동어린이집 앞(고정1),37.4957,126.8453,3,11,구로구,오류1동
1530.구로동로41길 6 고정1,37.4957,126.8824,3,11,구로구,구로2동
대림3-주정차-03 가마산로 319,37.4957,126.8939,1,11,구로구,구로4동
대림3-주정차-03(1) 가마산로 319,37.4957,126.894,1,11,구로구,구로4동
1115.오류1동 11-2(고정1),37.4958,126.8413,2,11,구로구,오류1동
1765.개봉동353-37 (고정1),37.4958,126.8565,2,11,구로구,개봉1동
1509.구로동로40길 4 고정1,37.4958,126.8827,3,11,구로구,구로2동
635.구로초교 구로본동 443 1번,37.4958,126.8856,3,11,구로구,구로2동
1000.온수동85-3 (부일로1다길 16-3) - 고정형 2,37.4959,126.8185,2,11,구로구,수궁동
1023.고척동 66-30(고정1),37.4959,126.8661,2,11,구로구,고척1동
1366.고척1동 66-30 귀뚜라미 에너지 (어안),37.4959,126.8666,3,11,구로구,고척1동
1468.구로1동 651-2 고정1,37.4959,126.8708,2,11,구로구,구로1동
1196.구로동로43길 26 초롱타운 앞(고정1),37.4959,126.8812,3,11,구로구,구로2동
1136.구로동 459-5(비상벨카메라),37.4959,126.8837,1,11,구로구,구로2동
1060.구로2동 448-81(고정2),37.4959,126.8849,3,11,구로구,구로2동
1523.경인로15길 44 한나그린빌 고정1,37.496,126.8384,3,11,구로구,오류1동
106. 신한은행 앞 오류1동 55-14(54-5),37.496,126.8442,1,11,구로구,오류1동
452.개봉2펌프 토출관,37.496,126.8686,1,11,구로구,구로1동
992.구로동 479-56 (구로동로45길 13) - 고정형 1,37.496,126.8819,2,11,구로구,구로2동
37.삭세어린이공원1 1번,37.4961,126.8254,3,11,구로구,수궁동
1232.구로중앙로21길 22-1(어안),37.4961,126.8869,3,11,구로구,구로2동
1476.온수동 5-1 고정1,37.4962,126.8242,3,11,구로구,수궁동
1025.고척로6길 55(오류동 13-242)(고정2),37.4962,126.8422,3,11,구로구,오류1동
1714. 고척로6길66 고정형 1번,37.4962,126.8425,6,11,구로구,오류1동
1296.오류동행복주택 앞(고정1),37.4962,126.8472,3,11,구로구,오류1동
455.개봉2펌프 제진기,37.4962,126.8681,1,11,구로구,고척1동
176.구로2동 구로중앙로27나길 20-19 (고정1),37.4962,126.8844,2,11,구로구,구로2동
1563.구로중앙로27나길 32 어안,37.4962,126.8853,1,11,구로구,구로2동
839. 온수동 85-1 (고정형-1),37.4963,126.8182,3,11,구로구,수궁동
1698. 부일로19길 81 고정형 1번,37.4963,126.8348,5,11,구로구,수궁동
1334.오류1동 경인로22길 62 - 고정1,37.4963,126.8463,3,11,구로구,오류1동
1502.고척동 66-28 고정1,37.4963,126.865,3,11,구로구,고척1동
164.구로2동 443-67,37.4963,126.8868,3,11,구로구,구로2동
622.동구로초교 구로6동 93 1지점 1번,37.4963,126.8927,3,11,구로구,구로4동
861. 궁동 283-8 궁동어린이집 - 고정형(1),37.4964,126.8292,3,11,구로구,수궁동
1764.개봉동170-1 (고정1),37.4964,126.8575,5,11,구로구,개봉1동
1732.개봉동476 (고정1),37.4964,126.8624,4,11,구로구,개봉1동
166.구로2동 458,37.4964,126.8839,3,11,구로구,구로2동
139.구로4동 97-6 신구로 현대아파트 고정1,37.4964,126.8926,2,11,구로구,구로4동
1413. 경인로19가길 10 - 어안,37.4965,126.8431,2,11,구로구,오류1동
453.개봉2펌프 펌프실,37.4965,126.8682,1,11,구로구,구로1동
135. 천국시민교회 앞(진양목공소) 구로2동 487-45 (회전),37.4965,126.8831,1,11,구로구,구로2동
137.구로5동 442-180(회전),37.4965,126.8881,3,11,구로구,구로5동
38.삭세어린이공원2 1번,37.4966,126.8247,3,11,구로구,수궁동
1487.오류1동 313-35 고정1,37.4966,126.8364,3,11,구로구,오류1동
대림3-방범-62 가마산로31길 6 맞은편 상부 도림천로 부근,37.4966,126.893,1,11,구로구,구로4동
935. 온수동 155-4 일대 (고정형-1),37.4967,126.8228,3,11,구로구,수궁동
812. 오류1동 6-234 (고정형-1),37.4967,126.8386,3,11,구로구,오류1동
1571.고척로6길 38 고정1,37.4967,126.8408,4,11,구로구,오류1동
450.개봉2펌프 내수위,37.4967,126.8673,5,11,구로구,고척1동
1528.구일로8길 79  핀홀,37.4967,126.8729,3,11,구로구,구로1동
993.구로동 479-56 (구로동로45길 26) - 고정형 1,37.4967,126.8813,3,11,구로구,구로2동
8.구로초교 2지점 1번,37.4967,126.8853,3,11,구로구,구로2동
1231.구로중앙로 83(고정2),37.4967,126.8875,3,11,구로구,구로2동
1655. 구로5동 536-62 고정1,37.4967,126.8886,3,11,구로구,구로5동
705.구로근린공원1 회전형,37.4967,126.8897,2,11,구로구,구로5동
대림3-방범-62(1) 가마산로31길 6 맞은편 상부 도림천로 부근,37.4967,126.8929,1,11,구로구,구로4동
840. 온수동 86-14 (고정형-1),37.4968,126.818,4,11,구로구,수궁동
1283. 오리로20길 15 9 (고정 1),37.4968,126.8305,4,11,구로구,수궁동
1114.오류1동 33-55(고정2),37.4968,126.846,4,11,구로구,오류1동
1270.경인로 352 영화아파트 삼거리 (고정2),37.4968,126.8595,3,11,구로구,개봉1동
454.개봉2펌프 운영실,37.4968,126.8682,1,11,구로구,구로2동
789. 구로2동 452-15 (고정형-1),37.4968,126.8844,3,11,구로구,구로2동
245.오류1동 경인로 15길 78-2 - 고정1,37.4969,126.8372,5,11,구로구,오류1동
1279.경인로19길 26-9 (고정1),37.4969,126.8432,2,11,구로구,오류1동
745. 개봉2동 빗물 펌프장,37.4969,126.8682,1,11,구로구,구로2동
1561.구로중앙로25길 20-14 고정1,37.4969,126.8868,2,11,구로구,구로2동
706.구로근린공원2 고정1번,37.4969,126.889,2,11,구로구,구로5동
1653. 구로5동 103-8 고정1,37.4969,126.8903,4,11,구로구,구로5동
1674. 수궁동 130-4 고정1,37.497,126.8216,3,11,구로구,수궁동
736. 온수동 141 학교 정문앞 (고정형-1),37.497,126.8221,3,11,구로구,수궁동
911. 궁동어린이집 옆 소공원 (고정형-1),37.497,126.8289,3,11,구로구,수궁동
1278.경인로19길 26-9 (고정2),37.497,126.843,2,11,구로구,오류1동
1388. 구일로 126 - 고정,37.497,126.872,2,11,구로구,구로1동
170. 구로5동 536-57,37.4971,126.8882,4,11,구로구,구로5동
1654. 구로5동 63-32 고정1,37.4971,126.8891,3,11,구로구,구로5동
158.수궁동 283-4,37.4972,126.8292,1,11,구로구,수궁동
857. 오류동 31-92 세라핌어린이집 앞 - 회전형,37.4972,126.8451,3,11,구로구,오류1동
1580.오류1동 31-277 베르누이호텔 고정1,37.4972,126.846,3,11,구로구,오류1동
554. 구일역 지하차도 기계실,37.4972,126.8716,1,11,구로구,구로2동
613.거리공원오거리,37.4972,126.8935,1,11,구로구,구로4동
375.오류1동 15 오류초교,37.4973,126.8424,4,11,구로구,오류1동
790. 구로2동 486-66 (고정형-1),37.4973,126.883,3,11,구로구,구로2동
1118.궁동 241-2(고정2),37.4974,126.8238,2,11,구로구,수궁동
17.오류초교 1지점 고정1,37.4974,126.8417,3,11,구로구,오류1동
1250.구로중앙로 28나길 56 (고정형),37.4974,126.8883,2,11,구로구,구로5동
1344.오류1동 고척로3길 77 - 고정1,37.4975,126.8374,2,11,구로구,오류1동
1288.고척로6길 11 (회전),37.4975,126.8402,3,11,구로구,오류1동
19.오류초교 3지점 고정1,37.4975,126.8435,5,11,구로구,오류1동
1736.개봉동 157-13 (고정1),37.4975,126.8561,3,11,구로구,개봉1동
368.고척1동 66-26 고원초교,37.4975,126.865,3,11,구로구,고척1동
664.화원어린이공원_정좌앞 1번,37.4975,126.8802,2,11,구로구,구로2동
994.구로동 476-72 (구로동로47길 21-10) - 고정형 1,37.4975,126.8812,4,11,구로구,구로2동
1194.구로동로47길 11-11(고정2),37.4975,126.8818,4,11,구로구,구로2동
362.구로2동 443 구로초교,37.4975,126.8852,1,11,구로구,구로2동
905. 온수도시자연공원(주민휴식공간) (고정형-1),37.4976,126.8393,3,11,구로구,오류1동
1715. 중앙로1길36 고정형 1번,37.4976,126.8628,3,11,구로구,고척1동
114.구로2동 486-28 (고정형-2),37.4976,126.8826,3,11,구로구,구로2동
7.구로초교 1지점 2번,37.4976,126.8861,2,11,구로구,구로2동
1394.구로중앙로26가길 18-13 - 고정2,37.4976,126.8883,2,11,구로구,구로5동
1320.부일로9길 137 (고정1),37.4977,126.8215,2,11,구로구,수궁동
1420.부일로17길 137 - 고정5,37.4977,126.8301,6,11,구로구,수궁동
1281.고척로3길 90 (고정1),37.4977,126.8369,4,11,구로구,오류1동
1415.경인로 248-14 - 고정1,37.4977,126.848,3,11,구로구,오류1동
990. 구로동 486-14 (구로동로 214-13) -고정형 1,37.4977,126.8833,2,11,구로구,구로2동
1140.구로동 62-22(비상벨카메라),37.4977,126.8892,1,11,구로구,구로5동
624.신구로초교 구로5동 105 고정1,37.4977,126.8895,3,11,구로구,구로5동
1552.오리로21길 50-1 어안,37.4978,126.8258,1,11,구로구,수궁동
906. 온수도시자연공원(주민휴식공간) (고정형-1),37.4978,126.839,3,11,구로구,오류1동
955. 오류동 13-3 오류초교 (고정형 1),37.4978,126.8406,3,11,구로구,오류1동
18.오류초교 2지점 1번,37.4978,126.8428,3,11,구로구,오류1동
1149.경인로 393-7 일이삼전자타운(고정2),37.4978,126.8632,4,11,구로구,고척1동
557.구로1동 645-10 우방뒤 철도변 소공원앞 1번,37.4978,126.8738,4,11,구로구,구로1동
796. 구로5동 532-203 (고정형-1),37.4978,126.8885,3,11,구로구,구로5동
1553.오리로21길50-1 고정1,37.4979,126.8258,3,11,구로구,수궁동
815. 수궁동 277-1 (고정형),37.4979,126.8286,2,11,구로구,수궁동
601. 궁동 279-6 수른어린이공원 (고정2),37.4979,126.8297,3,11,구로구,수궁동
244. 오류1동 고척로3길 109 - 고정3,37.4979,126.8358,3,11,구로구,오류1동
858. 오류동 14-471 나비유치원 - 고정형(1),37.4979,126.8394,3,11,구로구,오류1동
663.화원어린이공원_운동기구옆 1번,37.4979,126.8803,2,11,구로구,구로2동
941. 온수동 155-3 와룡소공원 (고정형-1),37.498,126.8213,3,11,구로구,수궁동
1325.구로동 벚꽃로 - 고정1,37.498,126.8796,3,11,구로구,구로2동
900. 구로동 478-1 (고정형-1),37.498,126.8798,3,11,구로구,구로2동
688.구로2동 512-31 계단 밑 1번,37.498,126.8851,4,11,구로구,구로2동
989.구로동 532-97 (구로중앙로26가길 14) - 고정형 1,37.498,126.8875,4,11,구로구,구로5동
대림3-방범-51(1) 가마산로31길30,37.498,126.8929,1,11,구로구,구로5동
737. 궁동 272-1 학교 후문 입구 (고정형-1),37.4981,126.8219,3,11,구로구,수궁동
179.구로동 496-144(고정1),37.4981,126.8817,3,11,구로구,구로2동
1489.구로2동 491-44 고정1,37.4981,126.8835,2,11,구로구,구로2동
1078.구로5동 537-121(고정1),37.4981,126.8889,5,11,구로구,구로5동
